orchestrator_timestamp,launch_index,subprocess_returncode,stdout_json_parsed,command,stderr,orchestrator_error,run_id,timestamp_start,config_id,backend,repetition,is_warmup,seed,n_rows,n_cols,k,memory_measurement_method,memory_poll_interval_ms,t_write_s,t_read_s,t_total_s,size_data_bytes,size_sidecar_bytes,size_total_bytes,peak_rss_write_MB,peak_rss_read_MB,peak_ram_total_MB,fidelity_method,fidelity_pass,fidelity_detail,status,notes,artifact_kept,artifact_path,hostname,expected_dataset_fingerprint,manifest,exception_type,exception_message,traceback
2026-04-15T23:53:17.902995Z,32,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C3 --backend feather --warmup 0 --rep 0 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235303332406Z__C3__feather__rep0,2026-04-15T23:53:03.332390Z,C3,feather,0,False,20260415,200000,256,10,psutil.Process().memory_info().rss polling,10,0.7153394,0.4691953,1.1845347,189756242,79181,189835423,706.15625,973.167969,973.167969,column_fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0}",PASS,[],False,,DESKTOP-4EPK98V,238689ae5886e2cb6fcf181cf9d151d23473cb9283e3b48f6b2f95a8c9f3bb22,,,,
2026-04-15T23:53:33.703814Z,33,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C3 --backend feather --warmup 0 --rep 1 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235318883641Z__C3__feather__rep1,2026-04-15T23:53:18.883625Z,C3,feather,1,False,20260415,200000,256,10,psutil.Process().memory_info().rss polling,10,0.7191803,0.4648631,1.1840434,189756242,79181,189835423,749.429688,973.402344,973.402344,column_fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0}",PASS,[],False,,DESKTOP-4EPK98V,238689ae5886e2cb6fcf181cf9d151d23473cb9283e3b48f6b2f95a8c9f3bb22,,,,
2026-04-15T23:53:49.039387Z,34,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C3 --backend feather --warmup 0 --rep 2 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235334677410Z__C3__feather__rep2,2026-04-15T23:53:34.677395Z,C3,feather,2,False,20260415,200000,256,10,psutil.Process().memory_info().rss polling,10,0.7103811,0.4567047,1.1670858,189756242,79181,189835423,746.132812,979.761719,979.761719,column_fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0}",PASS,[],False,,DESKTOP-4EPK98V,238689ae5886e2cb6fcf181cf9d151d23473cb9283e3b48f6b2f95a8c9f3bb22,,,,
2026-04-15T23:54:04.101667Z,35,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C3 --backend feather --warmup 0 --rep 3 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235350019767Z__C3__feather__rep3,2026-04-15T23:53:50.019751Z,C3,feather,3,False,20260415,200000,256,10,psutil.Process().memory_info().rss polling,10,0.7148049,0.4703052,1.1851101,189756242,79181,189835423,700.460938,979.234375,979.234375,column_fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0}",PASS,[],False,,DESKTOP-4EPK98V,238689ae5886e2cb6fcf181cf9d151d23473cb9283e3b48f6b2f95a8c9f3bb22,,,,
2026-04-15T23:54:20.238559Z,36,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C3 --backend feather --warmup 0 --rep 4 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235405082241Z__C3__feather__rep4,2026-04-15T23:54:05.082225Z,C3,feather,4,False,20260415,200000,256,10,psutil.Process().memory_info().rss polling,10,0.7092676,0.4523712,1.1616388,189756242,79181,189835423,716.925781,979.804688,979.804688,column_fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0}",PASS,[],False,,DESKTOP-4EPK98V,238689ae5886e2cb6fcf181cf9d151d23473cb9283e3b48f6b2f95a8c9f3bb22,,,,
2026-04-15T23:54:22.958804Z,37,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C4 --backend parquet --warmup 1 --rep 0 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235421217927Z__C4__parquet__warmup,2026-04-15T23:54:21.217911Z,C4,parquet,0,True,20260415,20000,156,10,psutil.Process().memory_info().rss polling,10,0.3134663,0.0970389,0.4105052,14930555,51335,14981890,136.929688,162.0625,162.0625,assert_frame_equal+fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0, ""frame_equal_pass"": true}",PASS,[],False,,DESKTOP-4EPK98V,178d9db5a09412548d3eecab3091d17fd9ace9a9f227002cf47a0ffe151a2cad,,,,
2026-04-15T23:54:25.617258Z,38,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C4 --backend parquet --warmup 0 --rep 0 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235423911543Z__C4__parquet__rep0,2026-04-15T23:54:23.911527Z,C4,parquet,0,False,20260415,20000,156,10,psutil.Process().memory_info().rss polling,10,0.3134831,0.0900391,0.4035222,14930555,51331,14981886,137.332031,157.546875,157.546875,assert_frame_equal+fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0, ""frame_equal_pass"": true}",PASS,[],False,,DESKTOP-4EPK98V,178d9db5a09412548d3eecab3091d17fd9ace9a9f227002cf47a0ffe151a2cad,,,,
2026-04-15T23:54:28.306511Z,39,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C4 --backend parquet --warmup 0 --rep 1 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235426585770Z__C4__parquet__rep1,2026-04-15T23:54:26.585755Z,C4,parquet,1,False,20260415,20000,156,10,psutil.Process().memory_info().rss polling,10,0.3084693,0.0907223,0.3991916,14930555,51331,14981886,136.847656,157.621094,157.621094,assert_frame_equal+fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0, ""frame_equal_pass"": true}",PASS,[],False,,DESKTOP-4EPK98V,178d9db5a09412548d3eecab3091d17fd9ace9a9f227002cf47a0ffe151a2cad,,,,
2026-04-15T23:54:30.900764Z,40,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C4 --backend parquet --warmup 0 --rep 2 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235429259753Z__C4__parquet__rep2,2026-04-15T23:54:29.259738Z,C4,parquet,2,False,20260415,20000,156,10,psutil.Process().memory_info().rss polling,10,0.3128812,0.0909212,0.4038024,14930555,51331,14981886,137.113281,157.640625,157.640625,assert_frame_equal+fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0, ""frame_equal_pass"": true}",PASS,[],False,,DESKTOP-4EPK98V,178d9db5a09412548d3eecab3091d17fd9ace9a9f227002cf47a0ffe151a2cad,,,,
2026-04-15T23:54:33.486797Z,41,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C4 --backend parquet --warmup 0 --rep 3 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235431853175Z__C4__parquet__rep3,2026-04-15T23:54:31.853159Z,C4,parquet,3,False,20260415,20000,156,10,psutil.Process().memory_info().rss polling,10,0.3036237,0.0950543,0.398678,14930555,51331,14981886,137.082031,157.9375,157.9375,assert_frame_equal+fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0, ""frame_equal_pass"": true}",PASS,[],False,,DESKTOP-4EPK98V,178d9db5a09412548d3eecab3091d17fd9ace9a9f227002cf47a0ffe151a2cad,,,,
2026-04-15T23:54:36.127528Z,42,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C4 --backend parquet --warmup 0 --rep 4 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235434430836Z__C4__parquet__rep4,2026-04-15T23:54:34.430821Z,C4,parquet,4,False,20260415,20000,156,10,psutil.Process().memory_info().rss polling,10,0.306645,0.0963885,0.4030335,14930555,51331,14981886,136.640625,163.535156,163.535156,assert_frame_equal+fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0, ""frame_equal_pass"": true}",PASS,[],False,,DESKTOP-4EPK98V,178d9db5a09412548d3eecab3091d17fd9ace9a9f227002cf47a0ffe151a2cad,,,,
2026-04-15T23:54:38.501749Z,43,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C4 --backend feather --warmup 1 --rep 0 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235437098373Z__C4__feather__warmup,2026-04-15T23:54:37.098356Z,C4,feather,0,True,20260415,20000,156,10,psutil.Process().memory_info().rss polling,10,0.0923393,0.0474095,0.1397488,11790986,51353,11842339,143.351562,154.398438,154.398438,assert_frame_equal+fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0, ""frame_equal_pass"": true}",PASS,[],False,,DESKTOP-4EPK98V,178d9db5a09412548d3eecab3091d17fd9ace9a9f227002cf47a0ffe151a2cad,,,,
2026-04-15T23:54:41.099827Z,44,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C4 --backend feather --warmup 0 --rep 0 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235439576026Z__C4__feather__rep0,2026-04-15T23:54:39.576007Z,C4,feather,0,False,20260415,20000,156,10,psutil.Process().memory_info().rss polling,10,0.0992946,0.0531824,0.152477,11790986,51349,11842335,132.542969,156.246094,156.246094,assert_frame_equal+fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0, ""frame_equal_pass"": true}",PASS,[],False,,DESKTOP-4EPK98V,178d9db5a09412548d3eecab3091d17fd9ace9a9f227002cf47a0ffe151a2cad,,,,
2026-04-15T23:54:46.028133Z,45,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C4 --backend feather --warmup 0 --rep 1 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235442180076Z__C4__feather__rep1,2026-04-15T23:54:42.180059Z,C4,feather,1,False,20260415,20000,156,10,psutil.Process().memory_info().rss polling,10,0.4113969,0.2045207,0.6159176,11790986,51349,11842335,143.023438,154.222656,154.222656,assert_frame_equal+fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0, ""frame_equal_pass"": true}",PASS,[],False,,DESKTOP-4EPK98V,178d9db5a09412548d3eecab3091d17fd9ace9a9f227002cf47a0ffe151a2cad,,,,
2026-04-15T23:54:48.409721Z,46,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C4 --backend feather --warmup 0 --rep 2 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235446988981Z__C4__feather__rep2,2026-04-15T23:54:46.988963Z,C4,feather,2,False,20260415,20000,156,10,psutil.Process().memory_info().rss polling,10,0.0947332,0.0456512,0.1403844,11790986,51349,11842335,143.535156,156.082031,156.082031,assert_frame_equal+fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0, ""frame_equal_pass"": true}",PASS,[],False,,DESKTOP-4EPK98V,178d9db5a09412548d3eecab3091d17fd9ace9a9f227002cf47a0ffe151a2cad,,,,
2026-04-15T23:54:50.767322Z,47,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C4 --backend feather --warmup 0 --rep 3 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235449367426Z__C4__feather__rep3,2026-04-15T23:54:49.367409Z,C4,feather,3,False,20260415,20000,156,10,psutil.Process().memory_info().rss polling,10,0.0958825,0.0473247,0.1432072,11790986,51349,11842335,134.875,150.132812,150.132812,assert_frame_equal+fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0, ""frame_equal_pass"": true}",PASS,[],False,,DESKTOP-4EPK98V,178d9db5a09412548d3eecab3091d17fd9ace9a9f227002cf47a0ffe151a2cad,,,,
2026-04-15T23:54:53.109891Z,48,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C4 --backend feather --warmup 0 --rep 4 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235451727992Z__C4__feather__rep4,2026-04-15T23:54:51.727977Z,C4,feather,4,False,20260415,20000,156,10,psutil.Process().memory_info().rss polling,10,0.0942712,0.0462444,0.1405156,11790986,51349,11842335,136.835938,147.332031,147.332031,assert_frame_equal+fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0, ""frame_equal_pass"": true}",PASS,[],False,,DESKTOP-4EPK98V,178d9db5a09412548d3eecab3091d17fd9ace9a9f227002cf47a0ffe151a2cad,,,,
2026-04-15T23:55:45.663498Z,49,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C5 --backend parquet --warmup 1 --rep 0 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235454067975Z__C5__parquet__warmup,2026-04-15T23:54:54.067959Z,C5,parquet,0,True,20260415,1000000,156,10,psutil.Process().memory_info().rss polling,10,6.8097956,1.787349,8.5971446,495640337,51339,495691676,2179.429688,3061.503906,3061.503906,column_fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0}",PASS,[],False,,DESKTOP-4EPK98V,fb36895206494df7b88d00d0a9cda5f96280cd52e9e911c17a8d64e2c2a5934f,,,,
2026-04-15T23:56:37.918306Z,50,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C5 --backend parquet --warmup 0 --rep 0 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235546639624Z__C5__parquet__rep0,2026-04-15T23:55:46.639609Z,C5,parquet,0,False,20260415,1000000,156,10,psutil.Process().memory_info().rss polling,10,6.9153015,1.7492985,8.6646,495640337,51335,495691672,2237.839844,3060.21875,3060.21875,column_fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0}",PASS,[],False,,DESKTOP-4EPK98V,fb36895206494df7b88d00d0a9cda5f96280cd52e9e911c17a8d64e2c2a5934f,,,,
2026-04-15T23:57:31.390082Z,51,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C5 --backend parquet --warmup 0 --rep 1 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235638881364Z__C5__parquet__rep1,2026-04-15T23:56:38.881348Z,C5,parquet,1,False,20260415,1000000,156,10,psutil.Process().memory_info().rss polling,10,6.8537972,1.763554,8.6173512,495640337,51335,495691672,2186.6875,3060.515625,3060.515625,column_fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0}",PASS,[],False,,DESKTOP-4EPK98V,fb36895206494df7b88d00d0a9cda5f96280cd52e9e911c17a8d64e2c2a5934f,,,,
2026-04-15T23:58:24.319692Z,52,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C5 --backend parquet --warmup 0 --rep 2 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235732353926Z__C5__parquet__rep2,2026-04-15T23:57:32.353911Z,C5,parquet,2,False,20260415,1000000,156,10,psutil.Process().memory_info().rss polling,10,6.8962646,1.7438323,8.6400969,495640337,51335,495691672,2248.542969,3060.109375,3060.109375,column_fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0}",PASS,[],False,,DESKTOP-4EPK98V,fb36895206494df7b88d00d0a9cda5f96280cd52e9e911c17a8d64e2c2a5934f,,,,
2026-04-15T23:59:17.261979Z,53,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C5 --backend parquet --warmup 0 --rep 3 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235825303247Z__C5__parquet__rep3,2026-04-15T23:58:25.303231Z,C5,parquet,3,False,20260415,1000000,156,10,psutil.Process().memory_info().rss polling,10,6.7959433,1.7440341,8.5399774,495640337,51335,495691672,2210.773438,3060.957031,3060.957031,column_fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0}",PASS,[],False,,DESKTOP-4EPK98V,fb36895206494df7b88d00d0a9cda5f96280cd52e9e911c17a8d64e2c2a5934f,,,,
2026-04-16T00:00:08.775147Z,54,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C5 --backend parquet --warmup 0 --rep 4 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260415T235918219841Z__C5__parquet__rep4,2026-04-15T23:59:18.219824Z,C5,parquet,4,False,20260415,1000000,156,10,psutil.Process().memory_info().rss polling,10,6.6263826,1.7629943,8.3893769,495640337,51335,495691672,2217.863281,3059.457031,3059.457031,column_fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0}",PASS,[],False,,DESKTOP-4EPK98V,fb36895206494df7b88d00d0a9cda5f96280cd52e9e911c17a8d64e2c2a5934f,,,,
2026-04-16T00:00:57.059761Z,55,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C5 --backend feather --warmup 1 --rep 0 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260416T000009750041Z__C5__feather__warmup,2026-04-16T00:00:09.750025Z,C5,feather,0,True,20260415,1000000,156,10,psutil.Process().memory_info().rss polling,10,2.2431998,1.4663634,3.7095632,586170058,51357,586221415,2210.003906,3006.339844,3006.339844,column_fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0}",PASS,[],False,,DESKTOP-4EPK98V,fb36895206494df7b88d00d0a9cda5f96280cd52e9e911c17a8d64e2c2a5934f,,,,
2026-04-16T00:01:44.924067Z,56,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C5 --backend feather --warmup 0 --rep 0 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260416T000058080714Z__C5__feather__rep0,2026-04-16T00:00:58.080697Z,C5,feather,0,False,20260415,1000000,156,10,psutil.Process().memory_info().rss polling,10,2.2871861,1.4834768,3.7706629,586170058,51353,586221411,2234.21875,3006.429688,3006.429688,column_fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0}",PASS,[],False,,DESKTOP-4EPK98V,fb36895206494df7b88d00d0a9cda5f96280cd52e9e911c17a8d64e2c2a5934f,,,,
2026-04-16T00:02:32.022215Z,57,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C5 --backend feather --warmup 0 --rep 1 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260416T000145875150Z__C5__feather__rep1,2026-04-16T00:01:45.875134Z,C5,feather,1,False,20260415,1000000,156,10,psutil.Process().memory_info().rss polling,10,2.2602418,1.4478243,3.7080661,586170058,51353,586221411,2249.707031,3005.820312,3005.820312,column_fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0}",PASS,[],False,,DESKTOP-4EPK98V,fb36895206494df7b88d00d0a9cda5f96280cd52e9e911c17a8d64e2c2a5934f,,,,
2026-04-16T00:03:19.980521Z,58,0,True,C:\Users\sebam\miniconda3\envs\multisource-flows\python.exe C:\projects\pylondrina\experiments\persistence_formats\run_one.py --config C5 --backend feather --warmup 0 --rep 2 --seed 20260415 --artifacts-root C:\projects\pylondrina\data\experiments\persistence_formats\artifacts_tmp --keep-artifact 0 --memory-poll-interval-ms 10 --read-strict 0 --parquet-compression snappy --feather-compression lz4,,,20260416T000232980498Z__C5__feather__rep2,2026-04-16T00:02:32.980483Z,C5,feather,2,False,20260415,1000000,156,10,psutil.Process().memory_info().rss polling,10,2.2589634,1.4512272,3.7101906,586170058,51353,586221411,2241.394531,3005.726562,3005.726562,column_fingerprint,True,"{""shape_match"": true, ""columns_order_match"": true, ""dtypes_match"": true, ""dataset_fingerprint_match"": true, ""n_mismatched_columns"": 0}",PASS,[],False,,DESKTOP-4EPK98V,fb36895206494df7b88d00d0a9cda5f96280cd52e9e911c17a8d64e2c2a5934f,,,,
