origin,dest,count
87b2c0853ffffff,87b2c0853ffffff,2299.6779516878655
87b2c0853ffffff,87b2c085effffff,1917.049517383814
87b2c0853ffffff,87b2c08edffffff,301.98109999999997
87b2c085effffff,87b2c085effffff,1363.441973944426
87b2c08edffffff,87b2c0853ffffff,184.1639427432748
87b2c08edffffff,87b2c085effffff,423.2361237298108
87b2c08edffffff,87b2c08edffffff,734.4619725241331
87b2c0b04ffffff,87b2c0b23ffffff,350.7708888042198
87b2c0b21ffffff,87b2c54d3ffffff,418.3202418237566
87b2c0b22ffffff,87b2c0b23ffffff,405.38825734698577
87b2c0b22ffffff,87b2c54d2ffffff,325.86155
87b2c0b23ffffff,87b2c0b22ffffff,184.1786558231024
87b2c0b23ffffff,87b2c0b23ffffff,784.3791029253988
87b2c0b23ffffff,87b2c0b2effffff,218.70999
87b2c0b23ffffff,87b2c54d2ffffff,235.61505
87b2c0b2effffff,87b2c0b2effffff,173.11048739959676
87b2c0b62ffffff,87b2c54d2ffffff,124.5241181576046
87b2c0b70ffffff,87b2c0b70ffffff,147.089862165537
87b2c0b71ffffff,87b2c0b62ffffff,225.86494
87b2c0b71ffffff,87b2c0b70ffffff,164.06040058717
87b2c0b71ffffff,87b2c0b73ffffff,97.60289547008
87b2c0b73ffffff,87b2c0b73ffffff,827.9862616679891
87b2c4269ffffff,87b2c4269ffffff,1985.9596982246553
87b2c4269ffffff,87b2c5c80ffffff,399.724243995896
87b2c4269ffffff,87b2c5c83ffffff,756.348057158848
87b2c426dffffff,87b2c426dffffff,452.7564
87b2c426dffffff,87b2c5c9affffff,314.5856524964978
87b2c5082ffffff,87b2c5092ffffff,912.8271375146339
87b2c5082ffffff,87b2c50b1ffffff,121.07075
87b2c5083ffffff,87b2c5091ffffff,231.957598597983
87b2c5083ffffff,87b2c5095ffffff,512.5139525420956
87b2c5084ffffff,87b2c5084ffffff,2193.095048600963
87b2c5084ffffff,87b2c50b1ffffff,665.9380087828542
87b2c5090ffffff,87b2c5090ffffff,1229.8640485993571
87b2c5090ffffff,87b2c5094ffffff,544.604353688635
87b2c5090ffffff,87b2c50b2ffffff,349.0963926945224
87b2c5091ffffff,87b2c5091ffffff,1217.5676917842425
87b2c5091ffffff,87b2c5095ffffff,614.4334053898895
87b2c5091ffffff,87b2c509cffffff,322.631929276506
87b2c5091ffffff,87b2c509effffff,322.74955045987656
87b2c5092ffffff,87b2c5090ffffff,785.9463744447859
87b2c5092ffffff,87b2c5092ffffff,704.1909954005064
87b2c5092ffffff,87b2c5461ffffff,3154.5046139519977
87b2c5092ffffff,87b2c5465ffffff,1362.3765517555514
87b2c5093ffffff,87b2c5093ffffff,1359.88001691631
87b2c5093ffffff,87b2c509effffff,1412.3427747898656
87b2c5093ffffff,87b2c5541ffffff,236.29181728446
87b2c5094ffffff,87b2c5090ffffff,2344.5204149069523
87b2c5094ffffff,87b2c5093ffffff,480.231006932324
87b2c5094ffffff,87b2c5094ffffff,1283.9775222173896
87b2c5094ffffff,87b2c50b0ffffff,249.66531313898201
87b2c5094ffffff,87b2c50b2ffffff,1127.2882526191624
87b2c5095ffffff,87b2c5095ffffff,558.2249611157961
87b2c5095ffffff,87b2c50b1ffffff,706.618939269738
87b2c5096ffffff,87b2c5096ffffff,1287.8643720602258
87b2c5096ffffff,87b2c5463ffffff,204.8097881761003
87b2c5098ffffff,87b2c5091ffffff,1742.199606938738
87b2c5098ffffff,87b2c5098ffffff,471.916639420034
87b2c5098ffffff,87b2c509effffff,93.239535801309
87b2c509affffff,87b2c5093ffffff,241.4685316603215
87b2c509affffff,87b2c509affffff,1154.463541887185
87b2c509affffff,87b2c5543ffffff,1317.913115654865
87b2c509bffffff,87b2c509affffff,1839.0161913933198
87b2c509bffffff,87b2c509bffffff,1400.9512215384566
87b2c509cffffff,87b2c5091ffffff,870.6433896750152
87b2c509cffffff,87b2c509cffffff,434.854023544577
87b2c509cffffff,87b2c50b6ffffff,286.2509427813204
87b2c509effffff,87b2c5091ffffff,2722.4671318267156
87b2c509effffff,87b2c5093ffffff,1149.123628070424
