parada/est.metro,Subidas día laboral por parada,Bajadas día Laboral por parada,comuna,Referencia,diseno_777,x,y
L-7-27-PO-0,,,ESTACIÓN CENTRAL,APÓSTOL SANTIAGO / PARAGUAY,75,342676,6297633
L-7-50-SN-5,46.33,51.79,ESTACIÓN CENTRAL,PORTO SEGURO / RADAL,75,341756,6297707
L-7-50-NS-10,128.33,24.19,ESTACIÓN CENTRAL,BUZO SOBENES / RADAL,75,341721,6297515
L-7-50-SN-15,50.27,120.72,ESTACIÓN CENTRAL,BUZO SOBENES / RADAL,75,341755,6297468
L-7-50-NS-20,36.83,11.52,ESTACIÓN CENTRAL,LA CORUñA / RADAL,75,341777,6297274
L-7-50-SN-25,22.42,23.29,ESTACIÓN CENTRAL,LA CORUñA / RADAL,75,341809,6297247
L-7-50-NS-30,21.69,58.29,ESTACIÓN CENTRAL,ECUADOR / RADAL,75,341833,6297069
E-20-68-SN-5,3022.52,2192.27,SANTIAGO,PARADA 1 / ESTACIÓN CENTRAL,76,343953,6297545
L-7-44-NS-2,479.27,10.08,ESTACIÓN CENTRAL,PSJE. 70 / MATUCANA,76,343887,6298075
T-7-56-PO-15,87.62,46.90,ESTACIÓN CENTRAL,ARTEQUíN / AV. PORTALES,76,343427,6298199
T-7-56-PO-20,18.05,508.83,ESTACIÓN CENTRAL,MATUCANA / AV. PORTALES,76,343812,6298227
T-7-51-SN-40,65.02,64.95,ESTACIÓN CENTRAL,EL BELLOTO / GENERAL VELÃSQUEZ,76,342750,6297579
T-7-51-SN-45,154.47,67.35,ESTACIÓN CENTRAL,PLAZA JACARANDÃ / GENERAL VELÃSQUEZ,76,342739,6297828
T-7-51-SN-50,159.28,351.18,ESTACIÓN CENTRAL,AV. PORTALES / GENERAL VELÃSQUEZ,76,342751,6298071
L-7-9-OP-40,55.26,23.34,ESTACIÓN CENTRAL,RUIZ TAGLE / ECUADOR,76,343096,6297476
L-7-9-OP-45,78.90,106.61,ESTACIÓN CENTRAL,BERNAL DEL MERCADO / ECUADOR,76,343350,6297468
L-7-44-NS-5,207.28,37.84,ESTACIÓN CENTRAL,QUINTA NORMAL / MATUCANA,76,343893,6297887
L-7-44-NS-10,3490.56,790.84,ESTACIÓN CENTRAL,PARADA 9 / ESTACIÓN CENTRAL,76,343925,6297524
E-7-53-OP-35,2044.69,3596.82,ESTACIÓN CENTRAL,PARADA 6 / (M) A. HURTADO,77,342781,6297121
E-7-51-NS-15,3231.02,3089.16,ESTACIÓN CENTRAL,PARADA 7 / (M) SAN ALBERTO HURTADO,77,342812,6297182
L-7-48-NS-30,,,ESTACIÓN CENTRAL,CONDE DEL MAULE / GENERAL AMENGUAL,77,342223,6297091
T-7-53-OP-40,192.38,869.48,ESTACIÓN CENTRAL,PARADA 4 / CONCÓN,77,342439,6297021
T-7-53-OP-45,198.13,189.53,ESTACIÓN CENTRAL,PARADA 2 / CONCÓN,77,342308,6296981
T-7-53-OP-48,2652.33,760.71,ESTACIÓN CENTRAL,PARADA 4 / (M) ECUADOR,77,342041,6296902
T-7-53-OP-50,334.06,507.15,ESTACIÓN CENTRAL,PARADA 2 / (M) ECUADOR,77,341930,6296868
L-7-9-OP-5,1.02,93.16,ESTACIÓN CENTRAL,LAS REJAS / ECUADOR,77,341496,6296875
L-7-9-OP-30,36.76,55.07,ESTACIÓN CENTRAL,FRANCISCO JAVIER / ECUADOR,77,342589,6297339
L-7-31-NS-5,2086.32,362.71,ESTACIÓN CENTRAL,PARADA 9 / SAN ALBERTO HURTADO,77,342705,6297114
L-7-50-NS-35,17.87,161.98,ESTACIÓN CENTRAL,ALAMEDA / RADAL,77,341885,6296871
San Alberto Hurtado,21729.93,25761.18,ESTACIÓN CENTRAL,Alameda - Toro Mazzote,77,342705,6297087
San Alberto Hurtado,21729.93,25761.18,ESTACIÓN CENTRAL,Alameda - Toro Mazzote,77,342705,6297087
E-7-53-OP-5,1323.88,2310.31,ESTACIÓN CENTRAL,PARADA 8 / (M) ESTACIÓN CENTRAL,78,343782,6297417
E-7-51-SN-30,2644.44,5819.34,ESTACIÓN CENTRAL,PARADA 1 / SAN ALBERTO HURTADO,78,342854,6297192
E-7-53-OP-30,735.36,2118.35,ESTACIÓN CENTRAL,PARADA 2 / (M) A. HURTADO,78,342925,6297163
E-7-53-PO-55,1206.99,656.89,ESTACIÓN CENTRAL,PARADA 3 / (M) A. HURTADO,78,342943,6297116
T-7-53-OP-10,900.80,221.21,ESTACIÓN CENTRAL,PARADA 4 / SAN BORJA,78,343687,6297385
T-7-53-OP-15,992.04,399.02,ESTACIÓN CENTRAL,PARADA 2 / SAN BORJA,78,343596,6297360
T-7-53-OP-20,1860.23,1139.92,ESTACIÓN CENTRAL,PARADA 4 / (M) U. DE SANTIAGO,78,343337,6297288
T-7-53-OP-25,818.24,1394.73,ESTACIÓN CENTRAL,PARADA 2 / (M) U. DE SANTIAGO,78,343217,6297251
T-7-53-PO-60,1226.58,942.60,ESTACIÓN CENTRAL,PARADA 3 / (M) U. DE SANTIAGO,78,343127,6297172
T-7-53-PO-70,1874.21,1360.71,ESTACIÓN CENTRAL,PARADA 1 / (M) U. DE SANTIAGO,78,343247,6297216
T-7-53-PO-75,994.34,1740.20,ESTACIÓN CENTRAL,PARADA 3 / SAN BORJA,78,343655,6297328
T-7-53-PO-80,243.97,702.70,ESTACIÓN CENTRAL,PARADA 1 / SAN BORJA,78,343763,6297361
T-7-51-NS-10,684.92,428.62,ESTACIÓN CENTRAL,ECUADOR / GENERAL VELÃSQUEZ,78,342744,6297401
T-7-51-SN-35,88.18,120.57,ESTACIÓN CENTRAL,ECUADOR / GENERAL VELÃSQUEZ,78,342801,6297359
L-7-3-SN-4,31.48,79.21,ESTACIÓN CENTRAL,ECUADOR / BERNAL DEL MERCADO,78,343352,6297443
L-7-3-SN-5,76.72,1450.52,ESTACIÓN CENTRAL,ALAMEDA / OBISPO MANUEL UMAñA,78,343416,6297244
L-7-3-SN-10,516.38,47.83,ESTACIÓN CENTRAL,OB. JAVIER VÃSQUEZ / OBISPO MANUEL UMAñA,78,343506,6296975
L-7-9-OP-35,16.47,91.41,ESTACIÓN CENTRAL,GRAL. VELÃSQUEZ / ECUADOR,78,342802,6297403
L-7-29-NS-5,469.57,65.93,ESTACIÓN CENTRAL,AV. 5 DE ABRIL / SAN BORJA,78,343806,6297110
Universidad de Santiago,31650.29,24730.21,ESTACIÓN CENTRAL,Alameda - Jotabeche,78,343287,6297231
Universidad de Santiago,31650.29,24730.21,ESTACIÓN CENTRAL,Alameda - Jotabeche,78,343287,6297231
E-7-53-PO-25,730.37,4317.01,ESTACIÓN CENTRAL,PARADA 2 / (M) LAS REJAS,79,341541,6296693
T-7-53-PO-35,715.44,821.71,ESTACIÓN CENTRAL,PARADA 3 / (M) ECUADOR,79,341954,6296830
T-7-53-PO-37,434.44,4055.03,ESTACIÓN CENTRAL,PARADA 1 / (M) ECUADOR,79,342080,6296867
T-7-48-OP-15,204.90,542.30,ESTACIÓN CENTRAL,LUIS INFANTE C. / AV. 5 DE ABRIL,79,342154,6296228
T-7-48-OP-25,404.75,678.03,ESTACIÓN CENTRAL,LAS REJAS / AV. 5 DE ABRIL,79,341635,6295964
Ecuador,13286.20,10343.35,ESTACIÓN CENTRAL,Entre Radal y PurÍsima,79,342036,6296861
Ecuador,13286.20,10343.35,ESTACIÓN CENTRAL,Entre Radal y PurÍsima,79,342036,6296861
E-7-53-PO-50,2715.59,4965.22,ESTACIÓN CENTRAL,PARADA 4 / (M) A. HURTADO,80,342794,6297073
E-7-302-NS-5,3466.45,987.20,ESTACIÓN CENTRAL,PARADA 5 / SAN ALBERTO HURTADO,80,342737,6297026
T-7-302-NS-5,27.87,24.00,ESTACIÓN CENTRAL,AV. 5 DE ABRIL / TOROMAZOTTE,80,342851,6296632
T-7-53-PO-40,1202.72,202.10,ESTACIÓN CENTRAL,PARADA 3 / CONCÓN,80,342380,6296955
T-7-53-PO-45,431.01,666.91,ESTACIÓN CENTRAL,PARADA 1 / CONCÓN,80,342460,6296976
T-7-51-NS-18,5430.27,195.98,ESTACIÓN CENTRAL,PARADA 8 / SAN ALBERTO HURTADO,80,342855,6297046
T-7-51-NS-20,144.78,194.16,ESTACIÓN CENTRAL,AV. 5 DE ABRIL / GENERAL VELÃSQUEZ,80,342961,6296685
T-7-48-OP-5,169.79,262.17,ESTACIÓN CENTRAL,CONCÓN / AV. 5 DE ABRIL,80,342573,6296474
T-7-48-OP-10,112.69,479.79,ESTACIÓN CENTRAL,GRAL. AMENGUAL / AV. 5 DE ABRIL,80,342403,6296382
L-7-6-SN-5,5.82,1996.26,ESTACIÓN CENTRAL,O'HIGGINS / CONCÓN,80,342420,6296936
L-7-6-SN-10,48.01,49.84,ESTACIÓN CENTRAL,MANUEL THOMPSON / CONCÓN,80,342469,6296786
L-7-31-NS-10,5.20,35.04,ESTACIÓN CENTRAL,CORONEL SOUPER / TORO MAZOTTE,80,342807,6296766
L-7-35-OP-10,26.50,53.77,ESTACIÓN CENTRAL,SANTA TERESA / AV. 5 DE ABRIL,80,342770,6296564
L-7-39-OP-5,0.26,2.24,ESTACIÓN CENTRAL,CONCÓN / CORONEL SOUPER,80,342531,6296668
T-7-48-OP-20,127.57,884.54,ESTACIÓN CENTRAL,LAS MAGNOLIAS / AV. 5 DE ABRIL,81,341801,6296030
T-7-48-PO-37,138.49,421.40,ESTACIÓN CENTRAL,GUADAL / AV. 5 DE ABRIL,81,341693,6295941
T-7-48-PO-40,199.58,136.91,ESTACIÓN CENTRAL,LICEO GUILLERMO F. / AV. 5 DE ABRIL,81,341941,6296077
T-7-48-PO-45,539.00,169.46,ESTACIÓN CENTRAL,LUIS INFANTE C. / AV. 5 DE ABRIL,81,342201,6296230
L-7-16-OP-3,2.62,7.24,ESTACIÓN CENTRAL,PASAJE 1 / JUANA WEBER,81,341908,6295479
L-7-16-PO-4,82.58,33.19,ESTACIÓN CENTRAL,LUIS INFANTE C. / JUANA WEBER,81,342146,6295461
L-7-16-OP-5,27.47,148.28,ESTACIÓN CENTRAL,L. INFANTE CERDA / JUANA WEBER,81,342188,6295475
L-7-22-SN-5,,,ESTACIÓN CENTRAL,JUANA WEBER / LUIS INFANTE CERDA,81,342178,6295447
L-7-22-NS-120,,,ESTACIÓN CENTRAL,JUANA WEBER / LUIS INFANTE CERDA,81,342163,6295483
L-7-22-SN-125,,,ESTACIÓN CENTRAL,LUIS DE GONZAGA / LUIS INFANTE CERDA,81,342175,6295678
L-7-22-NS-130,,,ESTACIÓN CENTRAL,LUIS DE GONZAGA / LUIS INFANTE CERDA,81,342165,6295700
L-7-22-SN-135,,,ESTACIÓN CENTRAL,PíO XII / LUIS INFANTE CERDA,81,342179,6295937
L-7-22-NS-140,,,ESTACIÓN CENTRAL,PíO XII / LUIS INFANTE CERDA,81,342171,6295956
L-7-22-SN-145,,,ESTACIÓN CENTRAL,AV. 5 DE ABRIL / LUIS INFANTE CERDA,81,342176,6296203
L-7-28-OP-20,1.43,44.75,ESTACIÓN CENTRAL,LAS REJAS / RíO QUETRO,81,341619,6295445
L-7-45-SN-6,33.72,14.72,ESTACIÓN CENTRAL,PADRE HURTADO 1 / SAN JOSé,81,341848,6295460
T-7-49-PO-5,624.85,283.46,ESTACIÓN CENTRAL,GRAL. VELÃSQUEZ / ARICA,82,342977,6296538
T-7-49-OP-10,251.82,534.73,ESTACIÓN CENTRAL,TORO MAZOTTE / ARICA,82,342925,6296547
T-7-51-NS-25,57.05,51.57,ESTACIÓN CENTRAL,SAN A. HURTADO / GENERAL VELÃSQUEZ,82,343084,6296261
T-7-51-SN-25,232.51,429.43,ESTACIÓN CENTRAL,AV. 5 DE ABRIL / GENERAL VELÃSQUEZ,82,343012,6296636
T-7-51-NS-30,32.20,146.60,ESTACIÓN CENTRAL,VETERANOS DEL 79 / GENERAL VELÃSQUEZ,82,343104,6296006
T-7-51-NS-35,72.85,177.00,ESTACIÓN CENTRAL,ARZ. SUBERCASEAUX / GENERAL VELÃSQUEZ,82,343101,6295762
T-7-48-PO-50,105.51,114.25,ESTACIÓN CENTRAL,GRAL. AMENGUAL / AV. 5 DE ABRIL,82,342375,6296335
T-7-48-PO-55,221.83,125.03,ESTACIÓN CENTRAL,V. IRARRÃZABAL / AV. 5 DE ABRIL,82,342609,6296459
L-7-2-OP-5,1.64,19.55,ESTACIÓN CENTRAL,USPALLATA / ARZ. SUBERCASEAUX,82,342439,6295647
L-7-15-NS-10,23.26,95.50,ESTACIÓN CENTRAL,VETERANOS DEL 79 / HERMANOS EYRAUD,82,342641,6295961
L-7-30-SN-5,45.32,130.71,ESTACIÓN CENTRAL,ARICA / SANTA TERESA,82,342786,6296505
L-7-30-SN-10,75.90,8.82,ESTACIÓN CENTRAL,LA ARAUCANA / SANTA TERESA,82,342805,6296216
L-7-30-SN-15,98.25,7.97,ESTACIÓN CENTRAL,VETERANOS DEL 79 / SANTA TERESA,82,342823,6295946
L-7-30-SN-20,56.18,4.45,ESTACIÓN CENTRAL,PELAYO BEZANILLA / SANTA TERESA,82,342839,6295755
L-7-48-PO-5,18.43,57.27,ESTACIÓN CENTRAL,V. IRARRÃZABAL / GENERAL AMENGUAL,82,342620,6296144
T-7-49-OP-5,196.00,573.14,ESTACIÓN CENTRAL,JOTABECHE / ARICA,83,343415,6296564
T-7-49-PO-10,641.42,189.25,ESTACIÓN CENTRAL,OBISPO M. UMAñA / ARICA,83,343484,6296550
T-7-51-SN-20,21.40,41.25,ESTACIÓN CENTRAL,SAN A. HURTADO / GENERAL VELÃSQUEZ,83,343106,6296313
L-7-3-SN-15,24.57,12.87,ESTACIÓN CENTRAL,TACNA / BERNAL DEL MERCADO,83,343515,6296744
L-7-3-SN-20,66.46,103.15,ESTACIÓN CENTRAL,ARICA / BERNAL DEL MERCADO,83,343512,6296528
L-7-3-SN-25,68.78,4.60,ESTACIÓN CENTRAL,PADRE HURTADO / BERNAL DEL MERCADO,83,343492,6296263
L-7-29-NS-10,0.28,3.82,ESTACIÓN CENTRAL,TACNA / SAN BORJA,83,343800,6296785
L-7-29-NS-15,3.91,20.38,ESTACIÓN CENTRAL,ARICA / SAN BORJA,83,343784,6296585
L-7-29-NS-20,1.59,12.99,ESTACIÓN CENTRAL,ALBERTO HURTADO / SAN BORJA,83,343776,6296332
L-7-37-OP-5,61.35,135.92,ESTACIÓN CENTRAL,NICASIO RETAMALES / ARICA,83,343162,6296560
E-7-50-NS-3,1743.10,934.16,ESTACIÓN CENTRAL,PARADA 5 / ESTACIÓN CENTRAL,84,344045,6297357
E-7-53-PO-90,3128.70,6136.30,ESTACIÓN CENTRAL,PARADA 6 / (M) ESTACIÓN CENTRAL,84,344007,6297466
E-7-53-PO-85,2228.39,2689.09,ESTACIÓN CENTRAL,PARADA 7 / (M) ESTACIÓN CENTRAL,84,343997,6297473
L-7-3-SN-35,161.87,7.61,ESTACIÓN CENTRAL,ARZ SUBERCASEAUX / OBISPO MANUEL UMAñA,84,343474,6295772
T-7-50-NS-10,15.62,22.73,ESTACIÓN CENTRAL,GORBEA / EXPOSICIÓN,84,344034,6297009
T-7-50-NS-15,19.49,53.99,ESTACIÓN CENTRAL,BLANCO ENCALADA / EXPOSICIÓN,84,344020,6296707
T-7-50-NS-20,5.86,30.38,ESTACIÓN CENTRAL,MAQ. ESCOBAR / EXPOSICIÓN,84,344002,6296309
T-7-50-NS-25,19.48,39.97,ESTACIÓN CENTRAL,IQUIQUE / EXPOSICIÓN,84,343991,6296046
T-7-50-NS-30,20.20,102.08,ESTACIÓN CENTRAL,ANTOFAGASTA / EXPOSICIÓN,84,343977,6295729
T-7-51-SN-10,185.09,62.12,ESTACIÓN CENTRAL,ANTOFAGASTA / GENERAL VELÃSQUEZ,84,343146,6295668
T-7-51-SN-15,199.72,35.58,ESTACIÓN CENTRAL,GERMÃN YUNGUE / GENERAL VELÃSQUEZ,84,343130,6296063
L-7-3-SN-30,211.47,6.88,ESTACIÓN CENTRAL,IQUIQUE / BERNAL DEL MERCADO,84,343488,6295966
L-7-29-NS-25,0.72,97.09,ESTACIÓN CENTRAL,IQUIQUE / SAN BORJA,84,343759,6296021
L-7-29-NS-30,0.00,7.99,ESTACIÓN CENTRAL,ANTOFAGASTA / SAN BORJA,84,343741,6295719
L-7-36-OP-5,3.62,113.81,ESTACIÓN CENTRAL,BERNAL DEL MERCADO / ANTOFAGASTA,84,343498,6295709
Estación Central,,,ESTACIÓN CENTRAL,Alameda - Matucana,84,343933,6297455
Estación Central,,,ESTACIÓN CENTRAL,Alameda - Matucana,84,343933,6297455
T-7-48-PO-5,573.46,1405.47,ESTACIÓN CENTRAL,LICEO A 70 / AV. 5 DE ABRIL,85,340163,6295027
L-7-1-SN-11,92.11,6.86,ESTACIÓN CENTRAL,YELCHO / AEROPUERTO,85,340965,6295073
L-7-10-NS-0,,,ESTACIÓN CENTRAL,LOS VALLES / EL ESTERO,85,340172,6294789
L-7-21-PO-0,,,ESTACIÓN CENTRAL,L. INFANTE CERDA / LOS VALLES,85,340298,6294876
L-7-22-SN-30,29.60,418.99,ESTACIÓN CENTRAL,AV. 5 DE ABRIL / LUIS INFANTE CERDA,85,340201,6295027
L-7-22-NS-40,43.80,3.84,ESTACIÓN CENTRAL,LOS VALLES / LUIS INFANTE CERDA,85,340283,6294898
L-7-22-SN-45,10.07,31.42,ESTACIÓN CENTRAL,LOS VALLES / LUIS INFANTE CERDA,85,340327,6294887
L-7-22-NS-70,151.83,25.24,ESTACIÓN CENTRAL,LAS COLINAS / LUIS INFANTE CERDA,85,340444,6294731
L-7-22-SN-80,29.03,106.62,ESTACIÓN CENTRAL,LAS COLINAS / LUIS INFANTE CERDA,85,340481,6294724
L-7-22-OP-110,73.67,398.11,ESTACIÓN CENTRAL,LAS ESTEPAS / LUIS INFANTE CERDA,85,340639,6294583
L-7-22-PO-120,368.42,64.41,ESTACIÓN CENTRAL,LA BAHíA / LUIS INFANTE CERDA,85,340639,6294554
L-7-22-PO-130,287.08,55.80,ESTACIÓN CENTRAL,AV. AEROPUERTO / LUIS INFANTE CERDA,85,340858,6294520
L-7-33-OP-5,11.68,191.75,ESTACIÓN CENTRAL,AV. 5 DE ABRIL / YELCHO,85,340540,6295283
L-7-33-PO-10,150.65,17.50,ESTACIÓN CENTRAL,LAS ESTEPAS / YELCHO,85,340690,6295109
L-7-33-OP-15,26.40,127.78,ESTACIÓN CENTRAL,LA PORTADA / YELCHO,85,340693,6295148
L-7-33-PO-20,252.02,37.91,ESTACIÓN CENTRAL,AV. AEROPUERTO / YELCHO,85,340939,6295072
T-7-52-SN-5,347.00,254.28,ESTACIÓN CENTRAL,MAILEF / LAS REJAS,86,341771,6294612
T-7-52-SN-10,749.69,150.32,ESTACIÓN CENTRAL,QUENAC / LAS REJAS,86,341662,6295018
T-7-52-SN-15,615.06,169.29,ESTACIÓN CENTRAL,QUITRALCO / LAS REJAS,86,341589,6295533
T-7-52-NS-20,158.80,490.33,ESTACIÓN CENTRAL,COLU / LAS REJAS,86,341622,6295160
T-7-52-NS-25,271.47,373.28,ESTACIÓN CENTRAL,MAILEF / LAS REJAS,86,341743,6294680
L-7-1-SN-5,47.82,1.65,ESTACIÓN CENTRAL,QUEMCHI / AEROPUERTO,86,340928,6294806
L-7-1-SN-15,0.49,0.72,ESTACIÓN CENTRAL,TAITAO / AEROPUERTO,86,341016,6295342
L-7-22-PO-75,175.00,152.41,ESTACIÓN CENTRAL,LAS REJAS / LUIS INFANTE CERDA,86,341713,6294726
L-7-22-OP-85,24.42,95.77,ESTACIÓN CENTRAL,LLANCAHUE / LUIS INFANTE CERDA,86,341481,6294691
L-7-22-PO-90,124.33,23.63,ESTACIÓN CENTRAL,TERAO / LUIS INFANTE CERDA,86,341496,6294667
L-7-22-OP-95,36.57,93.36,ESTACIÓN CENTRAL,QUIQUEL / LUIS INFANTE CERDA,86,341376,6294663
L-7-22-PO-100,104.51,16.10,ESTACIÓN CENTRAL,QUENUIR / LUIS INFANTE CERDA,86,341364,6294630
L-7-22-OP-105,29.69,161.73,ESTACIÓN CENTRAL,DADI / LUIS INFANTE CERDA,86,341137,6294596
L-7-22-PO-115,198.00,28.09,ESTACIÓN CENTRAL,GUAPACHO / LUIS INFANTE CERDA,86,341179,6294581
L-7-22-OP-125,84.86,253.91,ESTACIÓN CENTRAL,AV. AEROPUERTO / LUIS INFANTE CERDA,86,340888,6294536
L-7-26-NS-5,35.95,117.25,ESTACIÓN CENTRAL,TAITAO / PALENA,86,341401,6295288
L-7-26-SN-10,149.87,26.56,ESTACIÓN CENTRAL,COLU / PALENA,86,341426,6295251
L-7-26-NS-15,135.38,445.56,ESTACIÓN CENTRAL,YELCHO / PALENA,86,341358,6295031
L-7-28-PO-5,13.30,39.02,ESTACIÓN CENTRAL,PJE. QUILLAGUA / RíO QUETRO,86,341450,6295441
L-7-28-OP-10,53.53,214.97,ESTACIÓN CENTRAL,PALENA / RíO QUETRO,86,341475,6295462
L-7-28-PO-15,350.55,57.93,ESTACIÓN CENTRAL,LAS REJAS / RíO QUETRO,86,341578,6295433
L-7-33-OP-25,15.20,338.69,ESTACIÓN CENTRAL,AV. AEROPUERTO / YELCHO,86,340986,6295086
L-7-33-PO-30,293.44,113.74,ESTACIÓN CENTRAL,PALENA / YELCHO,86,341347,6294994
L-7-22-SN-10,,,ESTACIÓN CENTRAL,ANTÃRTICA / LUIS INFANTE CERDA,87,342169,6295292
L-7-22-NS-15,,,ESTACIÓN CENTRAL,ANTÃRTICA / LUIS INFANTE CERDA,87,342140,6295288
L-7-22-NS-20,,,ESTACIÓN CENTRAL,AYSéN / LUIS INFANTE CERDA,87,342122,6295140
L-7-22-SN-25,,,ESTACIÓN CENTRAL,AYSéN / LUIS INFANTE CERDA,87,342150,6295107
L-7-22-NS-35,,,ESTACIÓN CENTRAL,COYHAIQUE / LUIS INFANTE CERDA,87,342085,6294915
L-7-22-SN-50,,,ESTACIÓN CENTRAL,COYHAIQUE / LUIS INFANTE CERDA,87,342106,6294881
L-7-22-OP-55,13.46,116.22,ESTACIÓN CENTRAL,HUINAY / LUIS INFANTE CERDA,87,341904,6294808
L-7-22-PO-60,430.34,43.92,ESTACIÓN CENTRAL,LIN LIN / LUIS INFANTE CERDA,87,341948,6294794
L-7-22-OP-65,153.87,277.21,ESTACIÓN CENTRAL,LAS REJAS / LUIS INFANTE CERDA,87,341753,6294766
T-7-51-NS-40,72.20,212.21,ESTACIÓN CENTRAL,PINGÃœINOS / GENERAL VELÃSQUEZ,88,343104,6295307
L-7-2-PO-10,21.33,8.46,ESTACIÓN CENTRAL,LAUTARO / ARZ. SUBERCASEAUX,88,342443,6295615
L-7-2-PO-15,141.51,38.03,ESTACIÓN CENTRAL,HERMANOS EYRAUD / ARZ. SUBERCASEAUX,88,342651,6295642
L-7-13-SN-3,209.53,32.07,ESTACIÓN CENTRAL,ARZ. SUBERCASEAUX / PADRE VICENTE IRARRÃZAVAL,88,342685,6295649
L-7-13-NS-5,3.51,202.45,ESTACIÓN CENTRAL,CAPITÃN GÃLVEZ / PADRE VICENTE IRARRÃZAVAL,88,342667,6295507
L-7-13-SN-7,184.54,54.46,ESTACIÓN CENTRAL,CAPITÃN GÃLVEZ / PADRE VICENTE IRARRÃZAVAL,88,342683,6295470
L-7-13-NS-10,153.83,226.71,ESTACIÓN CENTRAL,PINGÃœINOS / PADRE VICENTE IRARRÃZAVAL,88,342683,6295187
L-7-13-SN-13,200.70,65.13,ESTACIÓN CENTRAL,PINGÃœINOS / PADRE VICENTE IRARRÃZAVAL,88,342717,6295155
L-7-13-NS-15,198.24,276.15,ESTACIÓN CENTRAL,HERMANOS CARRERA / PADRE VICENTE IRARRÃZAVAL,88,342699,6294905
L-7-15-NS-15,40.80,355.91,ESTACIÓN CENTRAL,ARZ. SUBERCASEAUX / HERMANOS EYRAUD,88,342658,6295673
L-7-16-PO-10,147.72,23.08,ESTACIÓN CENTRAL,USPALLATA / JUANA WEBER,88,342347,6295463
L-7-32-NS-5,96.02,126.66,ESTACIÓN CENTRAL,CAPITÃN GÃLVEZ / USPALLATA,88,342363,6295490
L-7-32-SN-5,0.71,21.06,ESTACIÓN CENTRAL,CAPITÃN GÃLVEZ / USPALLATA,88,342380,6295453
L-7-32-NS-10,137.87,0.23,ESTACIÓN CENTRAL,PINGÃœINOS / USPALLATA,88,342377,6295181
L-7-32-SN-10,0.00,33.53,ESTACIÓN CENTRAL,PINGÃœINOS / USPALLATA,88,342399,6295152
L-7-32-NS-15,166.99,0.47,ESTACIÓN CENTRAL,MANUEL RODRíGUEZ / USPALLATA,88,342410,6294845
L-7-32-SN-15,0.24,13.48,ESTACIÓN CENTRAL,CANAL COLECTOR / USPALLATA,88,342411,6295030
L-7-38-PO-5,158.28,30.95,ESTACIÓN CENTRAL,GANDARILLAS / CAPITÃN GALVEZ,88,342658,6295482
T-7-55-OP-5,34.35,122.25,ESTACIÓN CENTRAL,BUZETA / PEDRO AGUIRRE CERDA,89,343698,6295191
T-7-55-OP-10,,,ESTACIÓN CENTRAL,OBISPO M. UMAñA / PEDRO AGUIRRE CERDA,89,343510,6295044
T-7-55-PO-10,201.36,77.05,ESTACIÓN CENTRAL,HIPÓLITO VILLEGAS / PEDRO AGUIRRE CERDA,89,343423,6294921
T-7-55-PO-15,,,ESTACIÓN CENTRAL,SAN JUAN / PEDRO AGUIRRE CERDA,89,343599,6295061
T-7-55-OP-15,51.80,105.48,ESTACIÓN CENTRAL,HIPÓLITO VILLEGAS / PEDRO AGUIRRE CERDA,89,343376,6294899
T-7-55-PO-20,67.66,55.14,ESTACIÓN CENTRAL,BUZETA / PEDRO AGUIRRE CERDA,89,343714,6295185
T-7-50-NS-35,50.95,170.81,ESTACIÓN CENTRAL,MELIPILLA / EXPOSICIÓN,89,343968,6295442
T-7-51-SN-5,122.81,93.88,ESTACIÓN CENTRAL,LOGROñO / GENERAL VELÃSQUEZ,89,343151,6295267
L-20-35-NS-5,7.89,73.69,SANTIAGO,ISABEL RIQUELME / BASCUñÃN GUERRERO,89,344672,6294616
L-7-3-NS-35,1.17,95.25,ESTACIÓN CENTRAL,GABRIELA MISTRAL / BERNAL DEL MERCADO,89,343458,6295523
L-7-3-SN-40,131.29,4.24,ESTACIÓN CENTRAL,PEDRO GONZÃLEZ / BERNAL DEL MERCADO,89,343478,6295522
L-7-3-NS-45,2.85,283.25,ESTACIÓN CENTRAL,LOGROñO / BERNAL DEL MERCADO,89,343456,6295243
L-7-3-SN-50,88.10,4.50,ESTACIÓN CENTRAL,GABRIELA MISTRAL / BERNAL DEL MERCADO,89,343465,6295239
L-7-3-NS-55,7.29,72.92,ESTACIÓN CENTRAL,PEDRO AGUIRRE C. / BERNAL DEL MERCADO,89,343475,6295019
L-7-43-PO-5,304.10,6.62,ESTACIÓN CENTRAL,ALBERTO SPIKIN / LOGROñO,89,343370,6295225
L-7-4-NS-5,75.60,0.24,ESTACIÓN CENTRAL,PSJE 12 / CALLE 1,90,342252,6294688
L-7-52-PO-5,,,ESTACIÓN CENTRAL,USPALLATA / DIAGONAL SANTIAGO,90,342368,6294514
T-7-55-PO-5,115.60,61.30,ESTACIÓN CENTRAL,GRAL. VELÃSQUEZ / PEDRO AGUIRRE CERDA,90,343114,6294640
T-7-55-OP-20,77.10,402.92,ESTACIÓN CENTRAL,MANUEL CHACÓN / PEDRO AGUIRRE CERDA,90,343085,6294634
L-7-4-SN-0,,,ESTACIÓN CENTRAL,PASAJE 9 / CALLE 1,90,342176,6294556
L-7-12-OP-0,0.24,91.42,ESTACIÓN CENTRAL,DIAGONAL SANTIAGO / FERROCARRIL,90,342503,6294514
L-7-12-OP-5,1.16,11.18,ESTACIÓN CENTRAL,PASAJE 26 / FERROCARRIL,90,342987,6294781
